1100000,48.5347667,-123.3828976
1579000,48.6761155,-123.4100429
998000,48.3750614,-123.5348506
749900,48.4223272,-123.4087563
979000,48.4878655,-123.304786
749000,48.4706827,-123.3770178
679900,48.4980759,-123.5044929
849900,48.5283393,-123.5150894
729900,48.4429909,-123.3764188
999000,48.6441787,-123.5653876
1120000,48.5068496,-123.3721418
799000,48.4175502,-123.3826463
689000,48.4728839,-123.5223479
2100000,48.458623,-123.2721194
724000,48.8597939,-123.2816616
679900,48.4611517,-123.3404304
2885000,48.524501,-123.3664832
749900,48.5546828,-123.3907663
695000,48.4000848,-123.5014159
779900,48.4438587,-123.3710836
699900,48.4635172,-123.5078355
1098000,48.452133,-123.3033276
780000,48.4171132,-123.5061757
773000,48.4290632,-123.4970395
850000,48.6468549,-123.3980116
799000,48.4175502,-123.3826463
699900,48.4237453,-123.5376574
969000,48.3594292,-123.7277113
784900,48.6650629,-123.4056
699000,48.3903323,-123.6661903
1390000,48.4211285,-123.3832276
696500,48.4059381,-123.5092208
849999,48.5004975,-123.3703619
875000,48.5064936,-123.3549663
799900,48.4631252,-123.3322374
2300000,48.690697,-123.4817424
899000,48.4894328,-123.3212241
699000,48.47034,-123.5183328
699000,48.4706827,-123.3770178
960000,48.4706827,-123.3770178
779900,48.4197945,-123.3851622
1475000,48.6387908,-123.4580099
1898000,48.5309379,-123.3666694
890000,48.4706827,-123.3770178
850000,48.3690852,-123.561522
749900,48.6828369,-123.4239616
749000,48.4706827,-123.3770178
885000,48.4156538,-123.4807158
699000,48.8808634,-123.3645105
915000,48.6096981,-123.691283
1049900,48.521339,-123.5107131
719900,48.3657348,-123.734638
1299900,48.4160391,-123.3258708
699900,48.6214732,-123.4392602
749800,48.3904295,-123.5009152
679900,48.6576803,-123.409999
1995000,48.4515911,-123.3023018
719900,48.4694196,-123.5056377
899900,48.3753078,-123.7211198
749000,48.6522801,-123.3973033
699000,48.4706827,-123.3770178
840000,48.4706827,-123.3770178
799000,48.4175502,-123.3826463
959000,48.4211692,-123.3173989
3350000,48.6523338,-123.4443869
739000,48.4085991,-123.3574996
749000,48.4772825,-123.3442055
1495000,48.4563168,-123.2872677
719900,48.4081634,-123.4976465
1249000,48.6239202,-123.4307134
919900,48.5150662,-123.3663398
739000,48.4873232,-123.3037593
949900,48.626834,-123.4276709
888888,48.5044602,-123.3547432
1700000,48.6617745,-123.4344863
998900,48.5290554,-123.4200758
749900,48.4438587,-123.3710836
1298000,48.6260343,-123.4285571
829900,48.4566351,-123.318546
1200000,48.547014,-123.5652589
1848000,48.4484635,-123.3035616
1249000,48.4364734,-123.4083945
995000,48.752911,-123.5136608
729900,48.4813215,-123.3321031
998900,48.4211285,-123.3832276
1275999,48.5131958,-123.3629298
739000,48.4049341,-123.7398376
1795000,48.426903,-123.3089536
1395000,48.524501,-123.3664832
899900,48.5066603,-123.4204838
2490000,48.6460974,-123.3946752
2469000,48.6006933,-123.4575593
1150000,48.4150285,-123.3069574
889000,48.4367865,-123.4582827
749888,48.4674102,-123.5144235
1980000,48.5990407,-123.4454205
1750000,48.4993514,-123.4197445
699900,48.4579019,-123.4503437
799000,48.8808634,-123.3645105
974500,48.4773331,-123.5227057
689900,48.4773331,-123.5227057
679000,48.4148616,-123.3790779
784900,48.6297773,-123.4103984
3175000,48.690697,-123.4817424
749000,48.4049341,-123.7398376
979000,48.5614155,-123.4518107
2091000,48.4216693,-123.3000231
1079900,48.4869929,-123.3791897
729900,48.6754052,-123.7998014
699900,48.6096981,-123.691283
874900,48.5990407,-123.4454205
699000,48.4706827,-123.3770178
939000,48.4870738,-123.382699
1999900,48.4638044,-123.2777362
1398800,48.5309379,-123.3666694
799900,48.5059039,-123.4678054
775000,48.6820074,-123.4178816
1200000,48.5015625,-123.5302388
699000,48.5067625,-123.5272526
1485000,48.4259399,-123.3092207
1695000,48.5097481,-123.4196351
799000,48.8365053,-123.5604391
895000,48.4833177,-123.3044787
799900,48.547014,-123.5652589
748000,48.4858875,-123.3798869
799000,48.547014,-123.5652589
1950000,48.8240596,-123.6841287
739000,48.4049341,-123.7398376
699900,48.5098995,-123.4148818
1275000,48.4128536,-123.3259692
849900,48.547014,-123.5652589
1298000,48.4156538,-123.4807158
7900000,48.4472034,-123.2937194
2750000,48.4192744,-123.3210577
999000,48.4334946,-123.3088893
999000,48.5015625,-123.5302388
983000,48.4699749,-123.5274554
1445000,48.4216693,-123.3000231
1249900,48.5169494,-123.3815272
849000,48.4171132,-123.5061757
758800,48.4750582,-123.3244225
895000,48.6522801,-123.3973033
699900,48.5649197,-123.4893818
798000,48.6881609,-123.4335375
785000,48.5567466,-123.4495356
1500000,48.4216693,-123.3000231
729000,48.4706827,-123.3770178
2150000,48.6043037,-123.4723115
2390000,48.5602798,-123.4434733
1499000,48.678279,-123.4023504
1495000,48.6072755,-123.4116742
1029000,48.6797387,-123.4248144
998000,48.4876767,-123.3695833
879000,48.488551,-123.4960799
765000,48.4497217,-123.3526083
774900,48.4902362,-123.3692693
1095000,48.4269454,-123.3804495
899900,48.4506012,-123.5276292
699000,48.4706827,-123.3770178
1980000,48.6111694,-123.4189168
749900,48.469538,-123.3381104
769000,48.4886333,-123.3736358
768500,48.4207745,-123.5051778
899900,48.5292885,-123.3765523
2750000,48.4948659,-123.357787
719000,48.4878549,-123.3679645
995000,48.607081,-123.4337673
789900,48.5258054,-123.3818338
799000,48.8597939,-123.2816616
689900,48.4180779,-123.3668308
679900,48.4262501,-123.3136404
1350000,48.626834,-123.4276709
830000,49.275258,-124.1282133
899000,48.4127125,-123.9446885
1400000,48.6096981,-123.691283
899000,48.6125062,-123.4059042
749000,48.4249701,-123.3966667
689900,48.6782253,-123.4756954
688888,48.3497433,-123.5542455
1295000,48.7570254,-124.2333576
1695000,48.4517417,-123.4418367
1615000,48.6894486,-123.4252963
999500,48.4650608,-123.4177887
1199000,48.386336,-123.70788
749900,48.5287384,-123.3798464
679900,48.501751,-123.349604
799000,48.493879,-123.3258785
1599000,48.3802208,-123.8184822
2999000,48.5309379,-123.3666694
679000,48.4997662,-123.3905826
785000,48.5046819,-123.3476158
699900,48.4467164,-123.4087143
739000,48.4152301,-123.4761302
699000,48.8808634,-123.3645105
1199000,48.6119718,-123.4166787
879000,48.4706827,-123.3770178
699900,48.4656119,-123.4254817
1499000,48.4607205,-123.2785938
749900,48.4393313,-123.4256395
779000,48.6215201,-123.4278298
1775000,48.4563168,-123.2872677
824900,48.4980759,-123.5044929
719000,48.4082577,-123.3521107
875000,48.690697,-123.4817424
1072000,48.8706363,-123.2876102
999999,48.5131958,-123.3629298
689900,48.4341064,-123.4137482
729000,48.8380451,-123.2877314
675000,48.4748249,-123.3107579
1279000,48.6658847,-123.3998559
998000,48.5607986,-123.4590565
729900,48.441658,-123.3405293
959000,48.5649197,-123.4893818
789000,48.9234294,-123.5652779
1199900,48.5227544,-123.3814971
1089900,48.425149,-123.3266789
739900,48.6460974,-123.3946752
3875000,48.546574,-123.4293524
1195000,48.5649197,-123.4893818
717000,48.4794912,-123.3377099
1585000,48.5672887,-123.4478407
699900,48.4962311,-123.3691844
695000,48.4633824,-123.3362839
699000,48.8372252,-123.5000803
700000,48.3800068,-123.5437718
1290000,48.6116185,-123.4317331
739000,48.5530107,-123.3931925
795900,48.4224542,-123.385605
850000,48.5013663,-123.4345007
699000,48.4706827,-123.3770178
699900,48.4795388,-123.3730059
759900,48.4674102,-123.5144235
799800,48.3904295,-123.5009152
1199000,48.5649197,-123.4893818
788000,48.4739389,-123.5212759
1590000,48.4544718,-123.3028746
739000,48.3818986,-123.7091771
975000,48.8440657,-123.4317047
1290000,48.493143,-123.3802408
739000,48.6902314,-123.4487425
828000,48.4733377,-123.3046983
699000,48.7914134,-123.4651764
799900,48.4720338,-123.5249334
1149000,48.6006933,-123.4575593
2675000,48.7020076,-123.5654362
1259999,48.3960183,-123.5340518
699000,48.3903323,-123.6661903
2885000,48.524501,-123.3664832
2300000,48.690697,-123.4817424
3350000,48.6523338,-123.4443869
2490000,48.6460974,-123.3946752
2469000,48.6006933,-123.4575593
3175000,48.690697,-123.4817424
2091000,48.4216693,-123.3000231
1999900,48.4638044,-123.2777362
7900000,48.4472034,-123.2937194
2750000,48.4192744,-123.3210577
2150000,48.6043037,-123.4723115
2390000,48.5602798,-123.4434733
2750000,48.4948659,-123.357787
2999000,48.5309379,-123.3666694
3875000,48.546574,-123.4293524
2675000,48.7020076,-123.5654362
1100000,48.5347667,-123.3828976
1579000,48.6761155,-123.4100429
998000,48.3750614,-123.5348506
979000,48.4878655,-123.304786
1080000,48.4474336,-123.3163914
999000,48.6441787,-123.5653876
1120000,48.5068496,-123.3721418
2100000,48.458623,-123.2721194
2885000,48.524501,-123.3664832
1098000,48.452133,-123.3033276
925000,48.6468549,-123.3980116
969000,48.3594292,-123.7277113
1390000,48.4211285,-123.3832276
2300000,48.690697,-123.4817424
899000,48.4894328,-123.3212241
960000,48.4706827,-123.3770178
1475000,48.6387908,-123.4580099
1898000,48.5309379,-123.3666694
915000,48.6096981,-123.691283
1049900,48.521339,-123.5107131
1299900,48.4160391,-123.3258708
1995000,48.4515911,-123.3023018
899900,48.3753078,-123.7211198
959000,48.4211692,-123.3173989
3350000,48.6523338,-123.4443869
1495000,48.4563168,-123.2872677
1249000,48.6239202,-123.4307134
919900,48.5150662,-123.3663398
949900,48.626834,-123.4276709
1700000,48.6617745,-123.4344863
1049000,48.5290554,-123.4200758
1298000,48.6260343,-123.4285571
1200000,48.547014,-123.5652589
1848000,48.4484635,-123.3035616
1249000,48.4364734,-123.4083945
995000,48.752911,-123.5136608
1275999,48.5131958,-123.3629298
1795000,48.426903,-123.3089536
1395000,48.524501,-123.3664832
899900,48.5066603,-123.4204838
2490000,48.6460974,-123.3946752
2469000,48.6006933,-123.4575593
1200000,48.4150285,-123.3069574
1980000,48.5990407,-123.4454205
1750000,48.4993514,-123.4197445
974500,48.4773331,-123.5227057
3175000,48.690697,-123.4817424
979000,48.5614155,-123.4518107
2091000,48.4216693,-123.3000231
1079900,48.4869929,-123.3791897
939000,48.4870738,-123.382699
1999900,48.4638044,-123.2777362
1398800,48.5309379,-123.3666694
1200000,48.5015625,-123.5302388
1485000,48.4259399,-123.3092207
1695000,48.5097481,-123.4196351
1950000,48.8240596,-123.6841287
1275000,48.4128536,-123.3259692
1298000,48.4156538,-123.4807158
7900000,48.4472034,-123.2937194
2750000,48.4192744,-123.3210577
999000,48.4334946,-123.3088893
999000,48.5015625,-123.5302388
983000,48.4699749,-123.5274554
1445000,48.4216693,-123.3000231
1275500,48.5169494,-123.3815272
1500000,48.4216693,-123.3000231
2150000,48.6043037,-123.4723115
2390000,48.5602798,-123.4434733
1499000,48.678279,-123.4023504
1495000,48.6072755,-123.4116742
1029000,48.6797387,-123.4248144
998000,48.4876767,-123.3695833
1095000,48.4269454,-123.3804495
899900,48.4506012,-123.5276292
1980000,48.6111694,-123.4189168
899900,48.5292885,-123.3765523
2750000,48.4948659,-123.357787
995000,48.607081,-123.4337673
1350000,48.626834,-123.4276709
899000,48.4127125,-123.9446885
1400000,48.6096981,-123.691283
899000,48.6125062,-123.4059042
1295000,48.7570254,-124.2333576
1695000,48.4517417,-123.4418367
1615000,48.6894486,-123.4252963
999500,48.4650608,-123.4177887
1199000,48.386336,-123.70788
1599000,48.3802208,-123.8184822
1775000,48.5415035,-123.3998998
2999000,48.5309379,-123.3666694
1199000,48.6119718,-123.4166787
1499000,48.4607205,-123.2785938
1775000,48.4563168,-123.2872677
1072000,48.8706363,-123.2876102
999999,48.5131958,-123.3629298
998000,48.5607986,-123.4590565
959000,48.5649197,-123.4893818
1199900,48.5227544,-123.3814971
1089900,48.425149,-123.3266789
3875000,48.546574,-123.4293524
1195000,48.5649197,-123.4893818
1585000,48.5672887,-123.4478407
1290000,48.6116185,-123.4317331
1150000,48.4224542,-123.385605
1199000,48.5649197,-123.4893818
1590000,48.4544718,-123.3028746
975000,48.8440657,-123.4317047
1290000,48.493143,-123.3802408
1149000,48.6006933,-123.4575593
2675000,48.7020076,-123.5654362
1259999,48.3960183,-123.5340518
525000,48.4483712,-123.4289008
799900,48.5967891,-123.416691
599000,27.949998,-82.493595
329000,47.5342513,-92.2953438
10985000,44.3111045,-84.7670612
509900,48.4768495,-123.3355948
625000,32.3882647,-92.4279063
650000,34.1893454,-118.625712
234900,47.5342513,-92.2953438
424900,48.4264607,-123.3781859
474900,48.4534077,-123.380346
779000,34.5904972,-85.605087
184500,48.5893948,-123.3855305
59500,48.5756712,-123.4463899
279900,48.4483574,-123.4285786
494900,42.9107119,-85.5527265
109500,48.5921866,-123.4034436
474900,40.7319404,-73.9966052
599900,47.4879787,9.5599037
349900,30.0076091,-91.8452921
998000,35.7058643,-118.4527115
99900,42.8196057,-82.49409
449900,48.4197412,-123.511338
399900,48.4343441,-123.5131395
350000,30.4070741,-92.3421469
229000,48.433641,-123.3223537
579900,48.6173146,-123.4165808
399900,48.4632477,-123.3389438
699900,35.8774127,-90.1641932
199000,48.5885054,-123.3813472
429000,48.4379635,-123.3895175
999000,48.5123149,-123.4174952
295000,36.9622653,-89.5644115
554900,48.5719734,-123.4026357
650000,51.799907,-0.4059145
564000,48.4665429,-123.5106252
274900,48.8235066,-124.0437863
699900,48.4153276,-123.3262576
379900,49.8434117,-99.992024
409000,48.6195351,-123.466518
469000,44.6642183,-86.020916
438000,48.5769702,-123.4575338
529900,37.2919154,-85.766172
395000,42.5172185,-93.2785713
139900,48.588475,-123.4034596
159000,47.5342513,-92.295335
659000,48.4055331,-123.4922112
215000,48.433641,-123.3223537
